地区,日期,最高温度,最低温度
南昌,2013年07月14日,31,25
南昌,2013年07月15日,28,25
南昌,2013年07月16日,32,26
南昌,2013年07月17日,33,27
南昌,2013年07月18日,34,26
南昌,2013年07月19日,35,27
南昌,2013年07月20日,34,27
南昌,2013年07月21日,34,26
南昌,2013年07月22日,34,26
南昌,2013年07月23日,35,28
南昌,2013年07月24日,36,28
南昌,2013年07月25日,37,29
南昌,2013年07月26日,36,28
南昌,2013年07月27日,35,28
南昌,2013年07月28日,35,28
南昌,2013年07月29日,36,29
南昌,2013年07月30日,36,29
南昌,2013年07月31日,37,29
南昌,2013年08月01日,36,29
南昌,2013年08月02日,36,29
南昌,2013年08月03日,35,28
南昌,2013年08月04日,37,29
南昌,2013年08月05日,38,29
南昌,2013年08月06日,38,29
南昌,2013年08月07日,38,29
南昌,2013年08月08日,38,29
南昌,2013年08月09日,38,29
南昌,2013年08月10日,38,29
南昌,2013年08月11日,38,29
南昌,2013年08月12日,38,29
南昌,2013年08月13日,38,29
南昌,2013年08月14日,37,29
南昌,2013年08月15日,35,28
南昌,2013年08月16日,35,28
南昌,2013年08月17日,35,28
南昌,2013年08月18日,35,28
南昌,2013年08月19日,36,28
南昌,2013年08月20日,35,28
南昌,2013年08月21日,36,27
南昌,2013年08月22日,31,26
南昌,2013年08月23日,32,28
南昌,2013年08月24日,34,28
南昌,2013年08月25日,35,27
南昌,2013年08月26日,34,27
南昌,2013年08月27日,36,26
南昌,2013年08月28日,35,27
南昌,2013年08月29日,35,28
南昌,2013年08月30日,33,26
南昌,2013年08月31日,31,24
南昌,2013年09月01日,30,23
南昌,2013年09月02日,31,23
南昌,2013年09月03日,29,24
南昌,2013年09月04日,29,21
南昌,2013年09月05日,22,19
南昌,2013年09月06日,23,21
南昌,2013年09月07日,26,21
南昌,2013年09月08日,29,24
南昌,2013年09月09日,33,25
南昌,2013年09月10日,35,26
南昌,2013年09月11日,34,26
南昌,2013年09月12日,34,23
南昌,2013年09月13日,30,25
南昌,2013年09月14日,33,25
南昌,2013年09月15日,34,26
南昌,2013年09月16日,35,25
南昌,2013年09月17日,35,23
南昌,2013年09月18日,32,22
南昌,2013年09月19日,34,25
南昌,2013年09月20日,34,26
南昌,2013年09月21日,33,26
南昌,2013年09月22日,32,26
南昌,2013年09月23日,31,25
南昌,2013年09月24日,30,19
南昌,2013年09月25日,20,16
南昌,2013年09月26日,21,17
南昌,2013年09月27日,24,17
南昌,2013年09月28日,23,15
南昌,2013年09月29日,27,17
南昌,2013年09月30日,27,19
南昌,2013年10月01日,28,20
南昌,2013年10月02日,29,18
南昌,2013年10月03日,27,17
南昌,2013年10月04日,27,18
南昌,2013年10月05日,28,19
南昌,2013年10月06日,27,21
南昌,2013年10月07日,25,21
南昌,2013年10月08日,24,20
南昌,2013年10月09日,27,22
南昌,2013年10月10日,31,23
南昌,2013年10月11日,31,21
南昌,2013年10月12日,32,20
南昌,2013年10月13日,31,19
南昌,2013年10月14日,29,16
南昌,2013年10月15日,21,14
南昌,2013年10月16日,21,14
南昌,2013年10月17日,21,15
南昌,2013年10月18日,22,16
南昌,2013年10月19日,23,16
南昌,2013年10月20日,23,17
南昌,2013年10月21日,24,17
南昌,2013年10月22日,24,17
南昌,2013年10月23日,25,16
南昌,2013年10月24日,24,15
南昌,2013年10月25日,22,12
南昌,2013年10月26日,21,13
南昌,2013年10月27日,22,13
南昌,2013年10月28日,24,14
南昌,2013年10月29日,25,18
南昌,2013年10月30日,24,17
南昌,2013年10月31日,24,18
南昌,2013年11月01日,26,18
南昌,2013年11月02日,25,18
南昌,2013年11月03日,24,13
南昌,2013年11月04日,23,14
南昌,2013年11月05日,23,16
南昌,2013年11月06日,25,16
南昌,2013年11月07日,26,15
南昌,2013年11月08日,27,18
南昌,2013年11月09日,30,18
南昌,2013年11月10日,19,12
南昌,2013年11月11日,13,10
南昌,2013年11月12日,11,8
南昌,2013年11月13日,14,12
南昌,2013年11月14日,17,11
南昌,2013年11月15日,19,10
南昌,2013年11月16日,20,9
南昌,2013年11月17日,21,9
南昌,2013年11月18日,18,10
南昌,2013年11月19日,18,8
南昌,2013年11月20日,19,9
南昌,2013年11月21日,20,11
南昌,2013年11月22日,21,13
南昌,2013年11月23日,21,10
南昌,2013年11月24日,17,8
南昌,2013年11月25日,15,6
南昌,2013年11月26日,17,8
南昌,2013年11月27日,14,5
南昌,2013年11月28日,13,2
南昌,2013年11月29日,13,3
南昌,2013年11月30日,15,6
南昌,2013年12月01日,17,7
南昌,2013年12月02日,17,8
南昌,2013年12月03日,20,8
南昌,2013年12月04日,18,8
南昌,2013年12月05日,16,8
南昌,2013年12月06日,19,7
南昌,2013年12月07日,17,8
南昌,2013年12月08日,19,9
南昌,2013年12月09日,14,5
南昌,2013年12月10日,12,6
南昌,2013年12月11日,13,7
南昌,2013年12月12日,12,6
南昌,2013年12月13日,15,7
南昌,2013年12月14日,14,7
南昌,2013年12月15日,11,5
南昌,2013年12月16日,8,3
南昌,2013年12月17日,5,2
南昌,2013年12月18日,8,1
南昌,2013年12月19日,10,2
南昌,2013年12月20日,10,2
南昌,2013年12月21日,8,0
南昌,2013年12月22日,9,2
南昌,2013年12月23日,10,2
南昌,2013年12月24日,10,2
南昌,2013年12月25日,10,1
南昌,2013年12月26日,10,-1
南昌,2013年12月27日,6,-2
南昌,2013年12月28日,7,-2
南昌,2013年12月29日,9,0
南昌,2013年12月30日,12,3
南昌,2013年12月31日,14,2
南昌,2014年01月01日,16,3
南昌,2014年01月02日,17,6
南昌,2014年01月03日,16,5
南昌,2014年01月04日,14,2
南昌,2014年01月05日,15,3
南昌,2014年01月06日,15,7
南昌,2014年01月07日,11,6
南昌,2014年01月08日,10,4
南昌,2014年01月09日,10,3
南昌,2014年01月10日,12,5
南昌,2014年01月11日,7,4
南昌,2014年01月12日,9,4
南昌,2014年01月13日,10,1
南昌,2014年01月14日,10,0
南昌,2014年01月15日,10,1
南昌,2014年01月16日,13,4
南昌,2014年01月17日,15,4
南昌,2014年01月18日,15,1
南昌,2014年01月19日,13,5
南昌,2014年01月20日,13,1
南昌,2014年01月21日,12,0
南昌,2014年01月22日,11,1
南昌,2014年01月23日,15,4
南昌,2014年01月24日,19,7
南昌,2014年01月25日,21,7
南昌,2014年01月26日,13,5
南昌,2014年01月27日,18,7
南昌,2014年01月28日,16,9
南昌,2014年01月29日,16,8
南昌,2014年01月30日,20,9
南昌,2014年01月31日,24,13
南昌,2014年02月01日,25,13
南昌,2014年02月02日,26,13
南昌,2014年02月03日,20,7
南昌,2014年02月04日,7,6
南昌,2014年02月05日,8,5
南昌,2014年02月06日,7,3
南昌,2014年02月07日,5,2
南昌,2014年02月08日,6,0
南昌,2014年02月09日,1,-2
南昌,2014年02月10日,1,-3
南昌,2014年02月11日,4,-1
南昌,2014年02月12日,3,0
南昌,2014年02月13日,4,1
南昌,2014年02月14日,8,3
南昌,2014年02月15日,11,6
南昌,2014年02月16日,7,5
南昌,2014年02月17日,7,1
南昌,2014年02月18日,4,0
南昌,2014年02月19日,8,0
南昌,2014年02月20日,12,3
南昌,2014年02月21日,13,5
南昌,2014年02月22日,17,9
南昌,2014年02月23日,18,11
南昌,2014年02月24日,11,9
南昌,2014年02月25日,12,9
南昌,2014年02月26日,16,8
南昌,2014年02月27日,17,11
南昌,2014年02月28日,15,7
南昌,2014年03月01日,9,6
南昌,2014年03月02日,10,6
南昌,2014年03月03日,10,7
南昌,2014年03月04日,13,7
南昌,2014年03月05日,14,6
南昌,2014年03月06日,9,5
南昌,2014年03月07日,7,6
南昌,2014年03月08日,9,4
南昌,2014年03月09日,15,7
南昌,2014年03月10日,17,9
南昌,2014年03月11日,17,11
南昌,2014年03月12日,14,9
南昌,2014年03月13日,14,5
南昌,2014年03月14日,17,8
南昌,2014年03月15日,19,10
南昌,2014年03月16日,20,13
南昌,2014年03月17日,25,15
南昌,2014年03月18日,27,17
南昌,2014年03月19日,23,10
南昌,2014年03月20日,13,8
南昌,2014年03月21日,16,5
南昌,2014年03月22日,20,11
南昌,2014年03月23日,20,14
南昌,2014年03月24日,25,17
南昌,2014年03月25日,24,16
南昌,2014年03月26日,27,18
南昌,2014年03月27日,26,19
南昌,2014年03月28日,23,18
南昌,2014年03月29日,28,18
南昌,2014年03月30日,27,13
南昌,2014年03月31日,16,13
南昌,2014年04月01日,22,14
南昌,2014年04月02日,24,16
南昌,2014年04月03日,24,15
南昌,2014年04月04日,25,15
南昌,2014年04月05日,25,15
南昌,2014年04月06日,17,13
南昌,2014年04月07日,20,14
南昌,2014年04月08日,24,15
南昌,2014年04月09日,27,17
南昌,2014年04月10日,26,21
南昌,2014年04月11日,26,19
南昌,2014年04月12日,25,17
南昌,2014年04月13日,20,15
南昌,2014年04月14日,24,17
南昌,2014年04月15日,26,21
南昌,2014年04月16日,29,21
南昌,2014年04月17日,28,21
南昌,2014年04月18日,29,18
南昌,2014年04月19日,20,15
南昌,2014年04月20日,21,16
南昌,2014年04月21日,20,16
南昌,2014年04月22日,19,14
南昌,2014年04月23日,20,16
南昌,2014年04月24日,20,16
南昌,2014年04月25日,22,17
南昌,2014年04月26日,22,17
南昌,2014年04月27日,23,15
南昌,2014年04月28日,26,16
南昌,2014年04月29日,26,17
南昌,2014年04月30日,26,17
南昌,2014年05月01日,28,19
南昌,2014年05月02日,30,18
南昌,2014年05月03日,27,17
南昌,2014年05月04日,18,16
南昌,2014年05月05日,23,15
南昌,2014年05月06日,26,19
南昌,2014年05月07日,27,19
南昌,2014年05月08日,29,20
南昌,2014年05月09日,20,18
南昌,2014年05月10日,25,20
南昌,2014年05月11日,24,18
南昌,2014年05月12日,28,19
南昌,2014年05月13日,28,22
南昌,2014年05月14日,26,21
南昌,2014年05月15日,28,21
南昌,2014年05月16日,28,21
南昌,2014年05月17日,24,19
南昌,2014年05月18日,26,20
南昌,2014年05月19日,25,20
南昌,2014年05月20日,29,21
南昌,2014年05月21日,28,21
南昌,2014年05月22日,24,21
南昌,2014年05月23日,26,21
南昌,2014年05月24日,29,23
南昌,2014年05月25日,28,23
南昌,2014年05月26日,31,22
南昌,2014年05月27日,31,23
南昌,2014年05月28日,30,23
南昌,2014年05月29日,27,21
南昌,2014年05月30日,25,21
南昌,2014年05月31日,28,23
南昌,2014年06月01日,29,23
南昌,2014年06月02日,34,21
南昌,2014年06月03日,31,21
南昌,2014年06月04日,29,23
南昌,2014年06月05日,29,21
南昌,2014年06月06日,30,23
南昌,2014年06月07日,33,25
南昌,2014年06月08日,34,26
南昌,2014年06月09日,32,25
南昌,2014年06月10日,31,23
南昌,2014年06月11日,33,23
南昌,2014年06月12日,33,24
南昌,2014年06月13日,33,25
南昌,2014年06月14日,34,26
南昌,2014年06月15日,34,26
南昌,2014年06月16日,34,25
南昌,2014年06月17日,24,22
南昌,2014年06月18日,27,23
南昌,2014年06月19日,29,24
南昌,2014年06月20日,29,24
南昌,2014年06月21日,27,23
南昌,2014年06月22日,26,22
南昌,2014年06月23日,26,23
南昌,2014年06月24日,25,22
南昌,2014年06月25日,27,24
南昌,2014年06月26日,30,24
南昌,2014年06月27日,28,23
南昌,2014年06月28日,27,23
南昌,2014年06月29日,27,23
南昌,2014年06月30日,30,24
南昌,2014年07月01日,29,25
南昌,2014年07月02日,31,25
南昌,2014年07月03日,30,25
南昌,2014年07月04日,30,25
南昌,2014年07月05日,31,26
南昌,2014年07月06日,32,25
南昌,2014年07月07日,34,26
南昌,2014年07月08日,34,26
南昌,2014年07月09日,35,27
南昌,2014年07月10日,36,28
南昌,2014年07月11日,36,29
南昌,2014年07月12日,34,26
南昌,2014年07月13日,27,22
南昌,2014年07月14日,28,24
南昌,2014年07月15日,27,25
南昌,2014年07月16日,30,25
南昌,2014年07月17日,33,26
南昌,2014年07月18日,36,27
南昌,2014年07月19日,36,27
南昌,2014年07月20日,36,28
南昌,2014年07月21日,37,29
南昌,2014年07月22日,37,29
南昌,2014年07月23日,36,27
南昌,2014年07月24日,29,25
南昌,2014年07月25日,35,26
南昌,2014年07月26日,30,25
南昌,2014年07月27日,32,26
南昌,2014年07月28日,35,27
南昌,2014年07月29日,35,27
南昌,2014年07月30日,37,29
南昌,2014年07月31日,35,27
南昌,2014年08月01日,35,26
南昌,2014年08月02日,33,27
南昌,2014年08月03日,35,28
南昌,2014年08月04日,36,27
南昌,2014年08月05日,35,27
南昌,2014年08月06日,36,28
南昌,2014年08月07日,34,27
南昌,2014年08月08日,32,25
南昌,2014年08月09日,33,26
南昌,2014年08月10日,31,27
南昌,2014年08月11日,30,25
南昌,2014年08月12日,28,24
南昌,2014年08月13日,27,23
南昌,2014年08月14日,28,23
南昌,2014年08月15日,29,24
南昌,2014年08月16日,28,23
南昌,2014年08月17日,29,23
南昌,2014年08月18日,25,22
南昌,2014年08月19日,26,22
南昌,2014年08月20日,31,23
南昌,2014年08月21日,32,24
南昌,2014年08月22日,32,25
南昌,2014年08月23日,34,26
南昌,2014年08月24日,32,26
南昌,2014年08月25日,31,25
南昌,2014年08月26日,31,26
南昌,2014年08月27日,33,26
南昌,2014年08月28日,31,25
南昌,2014年08月29日,34,25
南昌,2014年08月30日,33,25
南昌,2014年08月31日,33,25
南昌,2014年09月01日,33,26
南昌,2014年09月02日,32,24
南昌,2014年09月03日,29,22
南昌,2014年09月04日,31,22
南昌,2014年09月05日,31,24
南昌,2014年09月06日,32,23
南昌,2014年09月07日,34,25
南昌,2014年09月08日,35,27
南昌,2014年09月09日,36,27
南昌,2014年09月10日,32,24
南昌,2014年09月11日,32,26
南昌,2014年09月12日,33,25
南昌,2014年09月13日,31,22
南昌,2014年09月14日,30,24
南昌,2014年09月15日,32,24
南昌,2014年09月16日,32,25
南昌,2014年09月17日,33,25
南昌,2014年09月18日,28,21
南昌,2014年09月19日,23,20
南昌,2014年09月20日,29,21
南昌,2014年09月21日,29,22
南昌,2014年09月22日,27,21
南昌,2014年09月23日,28,21
南昌,2014年09月24日,29,23
南昌,2014年09月25日,29,23
南昌,2014年09月26日,33,24
南昌,2014年09月27日,35,25
南昌,2014年09月28日,35,25
南昌,2014年09月29日,32,22
南昌,2014年09月30日,25,21
南昌,2014年10月01日,26,21
南昌,2014年10月02日,28,21
南昌,2014年10月03日,31,21
南昌,2014年10月04日,30,20
南昌,2014年10月05日,29,18
南昌,2014年10月06日,28,18
南昌,2014年10月07日,27,16
南昌,2014年10月08日,28,17
南昌,2014年10月09日,29,19
南昌,2014年10月10日,28,20
南昌,2014年10月11日,29,20
南昌,2014年10月12日,27,17
南昌,2014年10月13日,25,15
南昌,2014年10月14日,25,15
南昌,2014年10月15日,26,15
南昌,2014年10月16日,27,18
南昌,2014年10月17日,26,17
南昌,2014年10月18日,29,20
南昌,2014年10月19日,31,20
南昌,2014年10月20日,32,21
南昌,2014年10月21日,25,16
南昌,2014年10月22日,25,16
南昌,2014年10月23日,26,17
南昌,2014年10月24日,28,18
南昌,2014年10月25日,29,19
南昌,2014年10月26日,31,20
南昌,2014年10月27日,29,18
南昌,2014年10月28日,23,18
南昌,2014年10月29日,23,17
南昌,2014年10月30日,21,17
南昌,2014年10月31日,21,16
南昌,2014年11月01日,18,16
南昌,2014年11月02日,21,11
南昌,2014年11月03日,19,10
南昌,2014年11月04日,18,12
南昌,2014年11月05日,17,12
南昌,2014年11月06日,20,14
南昌,2014年11月07日,17,13
南昌,2014年11月08日,16,11
南昌,2014年11月09日,17,12
南昌,2014年11月10日,17,13
南昌,2014年11月11日,18,12
南昌,2014年11月12日,19,11
南昌,2014年11月13日,18,9
南昌,2014年11月14日,19,11
南昌,2014年11月15日,17,11
南昌,2014年11月16日,16,11
南昌,2014年11月17日,17,10
南昌,2014年11月18日,18,9
南昌,2014年11月19日,17,10
南昌,2014年11月20日,20,11
南昌,2014年11月21日,20,12
南昌,2014年11月22日,24,15
南昌,2014年11月23日,24,16
南昌,2014年11月24日,18,11
南昌,2014年11月25日,14,10
南昌,2014年11月26日,19,12
南昌,2014年11月27日,20,13
南昌,2014年11月28日,17,13
南昌,2014年11月29日,19,12
南昌,2014年11月30日,13,8
南昌,2014年12月01日,13,3
南昌,2014年12月02日,11,4
南昌,2014年12月03日,10,4
南昌,2014年12月04日,11,4
南昌,2014年12月05日,11,5
南昌,2014年12月06日,13,7
南昌,2014年12月07日,14,7
南昌,2014年12月08日,14,5
南昌,2014年12月09日,12,6
南昌,2014年12月10日,10,6
南昌,2014年12月11日,10,4
南昌,2014年12月12日,11,2
南昌,2014年12月13日,11,3
南昌,2014年12月14日,13,5
南昌,2014年12月15日,10,4
南昌,2014年12月16日,8,-1
南昌,2014年12月17日,10,2
南昌,2014年12月18日,10,4
南昌,2014年12月19日,12,2
南昌,2014年12月20日,13,3
南昌,2014年12月21日,11,0
南昌,2014年12月22日,11,3
南昌,2014年12月23日,14,4
南昌,2014年12月24日,16,5
南昌,2014年12月25日,13,4
南昌,2014年12月26日,12,6
南昌,2014年12月27日,11,7
南昌,2014年12月28日,12,3
南昌,2014年12月29日,16,4
南昌,2014年12月30日,17,5
南昌,2014年12月31日,13,1
南昌,2015年01月01日,11,-1
南昌,2015年01月02日,12,4
南昌,2015年01月03日,16,7
南昌,2015年01月04日,20,10
南昌,2015年01月05日,21,7
南昌,2015年01月06日,9,3
南昌,2015年01月07日,12,2
南昌,2015年01月08日,11,3
南昌,2015年01月09日,14,8
南昌,2015年01月10日,13,6
南昌,2015年01月11日,15,8
南昌,2015年01月12日,12,7
南昌,2015年01月13日,10,3
南昌,2015年01月14日,13,3
南昌,2015年01月15日,14,4
南昌,2015年01月16日,14,5
南昌,2015年01月17日,14,4
南昌,2015年01月18日,11,3
南昌,2015年01月19日,14,4
南昌,2015年01月20日,14,6
南昌,2015年01月21日,16,5
南昌,2015年01月22日,14,3
南昌,2015年01月23日,18,6
南昌,2015年01月24日,20,12
南昌,2015年01月25日,18,10
南昌,2015年01月26日,18,6
南昌,2015年01月27日,9,3
南昌,2015年01月28日,4,2
南昌,2015年01月29日,4,1
南昌,2015年01月30日,8,2
南昌,2015年01月31日,5,2
南昌,2015年02月01日,6,2
南昌,2015年02月02日,5,2
南昌,2015年02月03日,8,4
南昌,2015年02月04日,12,2
南昌,2015年02月05日,11,0
南昌,2015年02月06日,12,2
南昌,2015年02月07日,14,4
南昌,2015年02月08日,11,2
南昌,2015年02月09日,12,1
南昌,2015年02月10日,13,4
南昌,2015年02月11日,17,6
南昌,2015年02月12日,18,6
南昌,2015年02月13日,21,8
南昌,2015年02月14日,20,11
南昌,2015年02月15日,18,13
南昌,2015年02月16日,22,11
南昌,2015年02月17日,20,10
南昌,2015年02月18日,19,10
南昌,2015年02月19日,16,11
南昌,2015年02月20日,19,11
南昌,2015年02月21日,15,9
南昌,2015年02月22日,14,9
南昌,2015年02月23日,13,9
南昌,2015年02月24日,17,10
南昌,2015年02月25日,12,9
南昌,2015年02月26日,12,7
南昌,2015年02月27日,10,4
南昌,2015年02月28日,6,3
南昌,2015年03月01日,10,5
南昌,2015年03月02日,15,6
南昌,2015年03月03日,9,4
南昌,2015年03月04日,7,3
南昌,2015年03月05日,5,2
南昌,2015年03月06日,5,4
南昌,2015年03月07日,9,7
南昌,2015年03月08日,9,7
南昌,2015年03月09日,16,8
南昌,2015年03月10日,10,6
南昌,2015年03月11日,9,4
南昌,2015年03月12日,17,7
南昌,2015年03月13日,21,14
南昌,2015年03月14日,17,11
南昌,2015年03月15日,15,13
南昌,2015年03月16日,22,16
南昌,2015年03月17日,28,19
南昌,2015年03月18日,26,12
南昌,2015年03月19日,19,13
南昌,2015年03月20日,16,12
南昌,2015年03月21日,21,11
南昌,2015年03月22日,20,12
南昌,2015年03月23日,15,9
南昌,2015年03月24日,19,13
南昌,2015年03月25日,20,13
南昌,2015年03月26日,17,10
南昌,2015年03月27日,21,12
南昌,2015年03月28日,20,14
南昌,2015年03月29日,22,17
南昌,2015年03月30日,25,19
南昌,2015年03月31日,28,20
南昌,2015年04月01日,30,24
南昌,2015年04月02日,32,22
南昌,2015年04月03日,25,19
南昌,2015年04月04日,30,22
南昌,2015年04月05日,31,10
南昌,2015年04月06日,20,6
南昌,2015年04月07日,10,6
南昌,2015年04月08日,9,7
南昌,2015年04月09日,10,7
南昌,2015年04月10日,16,9
南昌,2015年04月11日,17,11
南昌,2015年04月12日,24,10
南昌,2015年04月13日,20,9
南昌,2015年04月14日,21,10
南昌,2015年04月15日,21,14
南昌,2015年04月16日,29,16
南昌,2015年04月17日,29,20
南昌,2015年04月18日,24,20
南昌,2015年04月19日,24,17
南昌,2015年04月20日,17,11
南昌,2015年04月21日,22,13
南昌,2015年04月22日,24,16
南昌,2015年04月23日,23,17
南昌,2015年04月24日,20,15
南昌,2015年04月25日,26,18
南昌,2015年04月26日,26,19
南昌,2015年04月27日,24,17
南昌,2015年04月28日,30,20
南昌,2015年04月29日,31,20
南昌,2015年04月30日,31,22
南昌,2015年05月01日,26,22
南昌,2015年05月02日,28,19
南昌,2015年05月03日,30,19
南昌,2015年05月04日,25,18
南昌,2015年05月05日,25,19
南昌,2015年05月06日,23,17
南昌,2015年05月07日,30,20
南昌,2015年05月08日,25,18
南昌,2015年05月09日,28,19
南昌,2015年05月10日,29,21
南昌,2015年05月11日,25,13
南昌,2015年05月12日,26,16
南昌,2015年05月13日,26,18
南昌,2015年05月14日,26,23
南昌,2015年05月15日,28,21
南昌,2015年05月16日,25,22
南昌,2015年05月17日,28,22
南昌,2015年05月18日,26,23
南昌,2015年05月19日,29,21
南昌,2015年05月20日,30,20
南昌,2015年05月21日,25,19
南昌,2015年05月22日,28,21
南昌,2015年05月23日,26,22
南昌,2015年05月24日,27,22
南昌,2015年05月25日,29,24
南昌,2015年05月26日,30,25
南昌,2015年05月27日,30,25
南昌,2015年05月28日,29,26
南昌,2015年05月29日,31,23
南昌,2015年05月30日,28,22
南昌,2015年05月31日,31,25
南昌,2015年06月01日,32,26
南昌,2015年06月02日,31,25
南昌,2015年06月03日,25,21
南昌,2015年06月04日,24,20
南昌,2015年06月05日,28,21
南昌,2015年06月06日,31,24
南昌,2015年06月07日,29,24
南昌,2015年06月08日,27,21
南昌,2015年06月09日,24,22
南昌,2015年06月10日,28,24
南昌,2015年06月11日,32,24
南昌,2015年06月12日,30,23
南昌,2015年06月13日,28,22
南昌,2015年06月14日,25,24
南昌,2015年06月15日,30,25
南昌,2015年06月16日,33,26
南昌,2015年06月17日,32,24
南昌,2015年06月18日,25,23
南昌,2015年06月19日,30,24
南昌,2015年06月20日,29,24
南昌,2015年06月21日,26,23
南昌,2015年06月22日,28,24
南昌,2015年06月23日,32,26
南昌,2015年06月24日,33,27
南昌,2015年06月25日,34,28
南昌,2015年06月26日,35,29
南昌,2015年06月27日,36,29
南昌,2015年06月28日,37,29
南昌,2015年06月29日,36,30
南昌,2015年06月30日,36,27
南昌,2015年07月01日,30,24
南昌,2015年07月02日,30,25
南昌,2015年07月03日,30,25
南昌,2015年07月04日,27,20
南昌,2015年07月05日,25,20
南昌,2015年07月06日,23,19
南昌,2015年07月07日,24,20
南昌,2015年07月08日,25,22
南昌,2015年07月09日,25,22
南昌,2015年07月10日,31,25
南昌,2015年07月11日,31,25
南昌,2015年07月12日,34,26
南昌,2015年07月13日,36,28
南昌,2015年07月14日,36,28
南昌,2015年07月15日,35,28
南昌,2015年07月16日,30,25
南昌,2015年07月17日,29,23
南昌,2015年07月18日,30,25
南昌,2015年07月19日,30,26
南昌,2015年07月20日,33,27
南昌,2015年07月21日,34,27
南昌,2015年07月22日,32,26
南昌,2015年07月23日,30,26
南昌,2015年07月24日,31,26
南昌,2015年07月25日,30,26
南昌,2015年07月26日,32,26
南昌,2015年07月27日,35,27
南昌,2015年07月28日,36,27
南昌,2015年07月29日,35,27
南昌,2015年07月30日,35,26
南昌,2015年07月31日,35,27
南昌,2015年08月01日,35,27
南昌,2015年08月02日,36,28
南昌,2015年08月03日,36,28
南昌,2015年08月04日,36,28
南昌,2015年08月05日,36,28
南昌,2015年08月06日,36,28
南昌,2015年08月07日,35,28
南昌,2015年08月08日,33,25
南昌,2015年08月09日,27,24
南昌,2015年08月10日,29,25
南昌,2015年08月11日,30,24
南昌,2015年08月12日,31,26
南昌,2015年08月13日,31,26
南昌,2015年08月14日,31,26
南昌,2015年08月15日,32,25
南昌,2015年08月16日,33,26
南昌,2015年08月17日,33,26
南昌,2015年08月18日,32,27
南昌,2015年08月19日,32,26
南昌,2015年08月20日,28,24
南昌,2015年08月21日,31,24
南昌,2015年08月22日,32,25
南昌,2015年08月23日,31,24
南昌,2015年08月24日,31,24
南昌,2015年08月25日,31,24
南昌,2015年08月26日,31,25
南昌,2015年08月27日,32,25
南昌,2015年08月28日,30,24
南昌,2015年08月29日,30,23
南昌,2015年08月30日,32,24
南昌,2015年08月31日,33,24
南昌,2015年09月01日,33,25
南昌,2015年09月02日,33,25
南昌,2015年09月03日,30,25
南昌,2015年09月04日,32,26
南昌,2015年09月05日,31,24
南昌,2015年09月06日,30,23
南昌,2015年09月07日,31,23
南昌,2015年09月08日,31,23
南昌,2015年09月09日,31,24
南昌,2015年09月10日,32,24
南昌,2015年09月11日,31,23
南昌,2015年09月12日,28,19
南昌,2015年09月13日,27,20
南昌,2015年09月14日,26,20
南昌,2015年09月15日,27,19
南昌,2015年09月16日,28,20
南昌,2015年09月17日,29,21
南昌,2015年09月18日,27,21
南昌,2015年09月19日,22,19
南昌,2015年09月20日,25,20
南昌,2015年09月21日,27,22
南昌,2015年09月22日,29,24
南昌,2015年09月23日,30,22
南昌,2015年09月24日,28,22
南昌,2015年09月25日,24,20
南昌,2015年09月26日,27,21
南昌,2015年09月27日,29,20
南昌,2015年09月28日,29,23
南昌,2015年09月29日,28,23
南昌,2015年09月30日,24,21
南昌,2015年10月01日,24,17
南昌,2015年10月02日,27,17
南昌,2015年10月03日,28,20
南昌,2015年10月04日,27,21
南昌,2015年10月05日,24,20
南昌,2015年10月06日,22,19
南昌,2015年10月07日,24,20
南昌,2015年10月08日,25,19
南昌,2015年10月09日,23,18
南昌,2015年10月10日,23,15
南昌,2015年10月11日,25,15
南昌,2015年10月12日,26,15
南昌,2015年10月13日,27,18
南昌,2015年10月14日,25,17
南昌,2015年10月15日,26,16
南昌,2015年10月16日,27,18
南昌,2015年10月17日,28,18
南昌,2015年10月18日,27,17
南昌,2015年10月19日,26,17
南昌,2015年10月20日,27,18
南昌,2015年10月21日,27,20
南昌,2015年10月22日,29,18
南昌,2015年10月23日,28,19
南昌,2015年10月24日,28,19
南昌,2015年10月25日,29,19
南昌,2015年10月26日,28,17
南昌,2015年10月27日,23,15
南昌,2015年10月28日,23,17
南昌,2015年10月29日,20,14
南昌,2015年10月30日,16,13
南昌,2015年10月31日,15,12
南昌,2015年11月01日,18,10
南昌,2015年11月02日,19,11
南昌,2015年11月03日,19,13
南昌,2015年11月04日,22,16
南昌,2015年11月05日,26,18
南昌,2015年11月06日,28,19
南昌,2015年11月07日,24,16
南昌,2015年11月08日,16,12
南昌,2015年11月09日,18,10
南昌,2015年11月10日,16,12
南昌,2015年11月11日,14,11
南昌,2015年11月12日,14,12
南昌,2015年11月13日,16,13
南昌,2015年11月14日,18,13
南昌,2015年11月15日,20,17
南昌,2015年11月16日,19,16
南昌,2015年11月17日,17,13
南昌,2015年11月18日,16,14
南昌,2015年11月19日,18,14
南昌,2015年11月20日,16,13
南昌,2015年11月21日,17,14
南昌,2015年11月22日,20,16
南昌,2015年11月23日,20,12
南昌,2015年11月24日,15,6
南昌,2015年11月25日,10,4
南昌,2015年11月26日,10,4
南昌,2015年11月27日,11,6
南昌,2015年11月28日,12,8
南昌,2015年11月29日,14,9
南昌,2015年11月30日,16,11
南昌,2015年12月01日,18,11
南昌,2015年12月02日,13,7
南昌,2015年12月03日,14,9
